cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes
7799-LGRDP,No,Female,0,No,No
7801-CEDNV,No,Male,0,Yes,No
7801-KICAO,No,Female,0,No,No
7802-EFKNY,Yes,Male,0,Yes,No
7803-XOCCZ,No,Female,0,Yes,Yes
7808-DVWEP,No,Male,0,Yes,No
7808-NBWYW,,Female,1,Yes,No
7811-JIVPF,No,Female,0,No,No
7812-FZHPE,Yes,Female,0,Yes,Yes
7813-TKCVO,No,Female,0,Yes,No
7813-ZGGAW,No,Male,1,No,No
7814-LEEVE,No,Female,0,Yes,No
7815-PDTHL,No,Male,0,No,No
7816-VGHTO,No,Female,0,Yes,Yes
7817-BOQPW,Yes,Female,0,No,No
7817-OMJNA,No,Male,0,No,No
7820-ZYGNY,No,Male,0,No,No
7821-DPRQE,No,Male,0,Yes,No
7823-JSOAG,No,Male,0,No,No
7824-PANSQ,No,Male,0,No,No
7825-ECJRF,Yes,Female,0,No,No
7825-GKXMW,Yes,Female,0,No,No
7826-VVKWT,No,Female,1,Yes,Yes
7831-QGOXH,Yes,Female,0,No,No
7833-PKIHD,No,Male,0,Yes,Yes
7838-LAZFO,No,Male,0,Yes,No
7839-NUIAA,No,Female,0,Yes,Yes
7839-QRKXN,Yes,Female,0,No,No
7841-FCRQD,No,Female,0,Yes,No
7841-TZDMQ,Yes,Male,0,No,No
7845-URHJN,Yes,Female,0,Yes,No
7846-AXWOM,,Female,0,Yes,Yes
7850-THJMU,No,Female,0,Yes,Yes
7850-VWJUU,No,Female,0,No,No
7851-FLGGQ,Yes,Male,0,No,No
7851-WZEKY,Yes,Female,0,No,No
7852-LECYP,No,Male,1,Yes,No
7853-GVUDZ,Yes,Female,0,Yes,Yes
7853-OETYL,No,Female,0,Yes,No
7853-WNZSY,No,Male,0,No,No
7854-EDSSA,Yes,Male,0,No,No
7854-EKTJL,Yes,Female,0,No,Yes
7854-FOKSF,Yes,Male,0,No,No
7855-DIWPO,No,Female,0,No,No
7856-GANIL,No,Male,1,Yes,No
7858-GTZSP,No,Female,0,No,No
7860-KSUGX,No,Male,0,Yes,Yes
7860-UXCRM,No,Male,0,Yes,Yes
7861-UVUFT,Yes,Female,0,Yes,No
7868-BGSZA,No,Male,0,Yes,No
7868-TMWMZ,No,Female,1,Yes,No
7869-ZYDST,No,Male,0,Yes,No
7872-BAAZR,No,Female,0,Yes,Yes
7872-RDDLZ,No,Female,1,No,No
7873-CVMAW,No,Male,0,No,No
7874-ECPQJ,No,Female,0,No,Yes
7876-AEHIG,No,Female,0,No,Yes
7876-BEUTG,No,Female,0,No,No
7876-DNYAP,No,Female,0,Yes,Yes
7878-JGDKK,No,Male,0,No,No
7878-RTCZG,No,Female,0,No,No
7879-CGSFV,No,Male,0,No,No
7880-XSOJX,No,Male,0,No,No
7881-EVUAD,Yes,Female,0,No,No
7881-INRLC,Yes,Male,0,No,No
7883-ROJOC,No,Female,0,Yes,No
7890-VYYWG,Yes,Male,1,Yes,No
7892-POOKP,Yes,Female,0,Yes,No
7892-QVYKW,No,Female,0,Yes,Yes
7893-IXHRQ,Yes,Male,0,No,No
7895-VONWT,No,Female,0,No,No
7898-PDWQE,No,Male,0,Yes,No
7901-HXJVA,No,Male,0,No,No
7901-IIDQV,No,Male,0,No,No
7901-TBKJX,No,Male,1,No,No
7903-CMPEY,Yes,Male,1,Yes,No
7905-NJMXS,No,Male,1,Yes,No
7905-TVXTA,No,Female,0,No,No
7908-QCBCA,Yes,Female,0,Yes,No
7909-FIOIY,No,Female,0,Yes,Yes
7912-SYRQT,Yes,Female,0,No,No
7916-VCCPB,No,Female,0,Yes,Yes
7919-ZODZZ,No,Female,0,Yes,Yes
7921-BEPCI,No,Female,0,No,No
7921-LMDFQ,No,Male,1,No,No
7923-IYJWY,No,Male,1,No,No
7924-GJZFI,No,Female,1,Yes,No
7925-PNRGI,No,Female,0,Yes,Yes
7926-IJOOU,No,Male,0,No,No
7927-AUXBZ,Yes,Female,0,No,No
7928-VJYAB,No,Male,0,Yes,Yes
7929-DMBCV,No,Female,0,Yes,No
7929-SKFGK,No,Male,0,Yes,No
7931-PXHFC,Yes,Male,0,No,No
7932-WPTDS,Yes,Female,1,Yes,No
7938-OUHIO,Yes,Male,0,No,No
7940-UQQUG,No,Female,0,Yes,Yes
7941-RCJOW,No,Male,0,No,No
7943-RQCHR,Yes,Female,0,No,No
7945-HLKEA,No,Female,0,No,No
7945-PRBVF,No,Male,0,No,No
7950-XWOVN,No,Male,0,No,No
7951-QKZPL,Yes,Female,0,Yes,Yes
7951-VRDVK,No,Female,0,No,No
7952-OBOYL,No,Male,0,No,No
7954-MLBUN,No,Male,0,No,No
7956-XQWGU,No,Male,0,No,No
7957-RYHQD,Yes,Female,1,No,No
7963-GQRMY,Yes,Female,0,Yes,Yes
7963-SHNDT,No,Female,0,No,No
7964-VEXDG,No,Male,0,No,Yes
7964-YESJC,No,Female,0,Yes,No
7964-ZRKKG,No,Male,0,Yes,No
7966-YOTQW,No,Male,0,No,No
7967-HYCDE,No,Male,0,No,No
7968-BCBQB,,Female,0,No,No
7968-QUXNS,No,Male,0,No,No
7969-AULMZ,Yes,Female,0,No,No
7969-FFOWG,No,Male,0,Yes,Yes
7971-HLVXI,No,Male,0,Yes,Yes
7973-DZRKH,No,Female,0,No,Yes
7975-JMZNT,No,Male,0,Yes,No
7975-TZMLR,No,Male,0,No,No
7976-CICYS,No,Male,0,No,No
7977-HXJKU,No,Male,0,No,Yes
7978-DKUQH,No,Female,0,Yes,No
7979-CORPM,Yes,Male,0,No,No
7979-YHUFG,,Male,0,No,No
7980-MHFLQ,No,Female,0,Yes,Yes
7982-VCELR,No,Female,0,No,No
7989-AWGEH,No,Male,0,Yes,Yes
7989-CHGTL,Yes,Male,0,No,No
7989-VCQOH,No,Male,0,Yes,Yes
7993-NQLJE,No,Male,0,Yes,Yes
7993-PYKOF,Yes,Male,0,Yes,No
7994-UYIVZ,No,Male,0,Yes,No
7994-XIRTR,No,Male,1,No,No
7995-ZHHNZ,No,Male,0,Yes,No
7996-BPXHY,No,Female,0,Yes,Yes
7996-MHXLW,No,Female,0,No,No
7997-EASSD,No,Female,0,Yes,No
7998-WNZEM,No,Male,0,No,No
7998-ZLXWN,No,Female,0,Yes,No
8000-REIQB,Yes,Female,1,No,No
8003-EWNDZ,No,Female,0,No,No
8006-PYCSW,No,Female,0,No,No
8007-YYPWD,No,Female,0,No,No
8008-ESFLK,No,Female,0,Yes,No
8008-HAWED,Yes,Male,0,No,No
8008-OTEZX,No,Female,0,Yes,Yes
8010-EZLOU,Yes,Male,1,No,No
8012-SOUDQ,No,Female,1,No,No
8015-IHCGW,No,Female,0,Yes,Yes
8016-NCFVO,No,Male,1,No,No
8016-ZMGMO,No,Female,1,Yes,No
8017-LXHFA,Yes,Female,1,No,No
8017-UVSZU,No,Female,0,Yes,No
8019-ENHXU,Yes,Male,0,Yes,No
8020-BWHYL,Yes,Female,1,No,No
8022-BECSI,No,Male,0,No,No
8023-QHAIO,No,Female,1,Yes,No
8024-XNAFQ,No,Female,1,No,No
8028-PNXHQ,No,Male,0,Yes,Yes
8029-GAHZZ,,Female,1,Yes,No
8029-XYPWT,No,Male,1,Yes,No
8033-ATFAS,No,Female,0,Yes,Yes
8033-VCZGH,No,Male,0,Yes,No
8034-RYTVV,No,Female,0,No,No
8035-BUYVG,Yes,Male,0,Yes,No
8035-PWSEV,No,Female,0,No,No
8039-ACLPL,No,Female,0,Yes,Yes
8039-EQPIM,No,Male,0,Yes,No
8040-MNRTF,No,Female,0,No,No
8041-TMEID,No,Male,1,Yes,No
8042-JVNFH,Yes,Male,0,No,No
8042-RNLKO,No,Male,0,No,No
8043-PNYSD,No,Male,0,Yes,Yes
8044-BGWPI,No,Male,0,Yes,Yes
8046-DNVTL,No,Male,0,Yes,No
8048-DSDFQ,No,Male,0,No,No
8049-WJCLQ,No,Male,0,Yes,Yes
8050-DVOJX,No,Male,1,No,No
8050-WYBND,No,Female,0,No,Yes
8050-XGRVL,No,Female,0,Yes,Yes
8051-HJRLT,Yes,Female,1,No,No
8053-WWDRO,Yes,Female,0,Yes,No
8058-DMYRU,No,Male,1,No,No
8058-INTPH,Yes,Female,0,No,No
8058-JMEQO,Yes,Female,1,No,No
8059-UDZFY,No,Female,1,No,Yes
8060-HIWJJ,No,Male,0,No,No
8062-YBDOE,Yes,Male,1,No,No
8063-GBATB,Yes,Female,1,No,No
8063-RJYNF,Yes,Male,0,No,No
8064-RAVOH,No,Male,0,No,Yes
8065-BVEPF,No,Male,1,No,No
8065-QBYTO,No,Female,1,No,No
8065-YKXKD,Yes,Female,0,No,No
8066-POXGX,Yes,Female,0,No,No
8067-NIOYM,No,Female,0,Yes,Yes
8069-RHUXK,No,Female,0,Yes,Yes
8069-YQQAJ,No,Male,0,No,No
8070-AAWZP,No,Male,1,Yes,No
8071-SBTRN,No,Female,0,No,No
8073-IJDCM,Yes,Female,0,No,No
8075-GXIUB,No,Male,1,Yes,No
8076-FEZKJ,No,Male,0,No,No
8079-XRJRS,Yes,Male,0,Yes,No
8080-DDEMJ,Yes,Male,1,No,No
8080-POTJR,No,Female,0,No,No
8082-GHXOP,No,Male,0,No,Yes
8083-YTZES,Yes,Male,0,No,No
8084-OIVBS,No,Female,0,No,No
8085-MSNLK,No,Female,0,Yes,No
8086-OVPWV,Yes,Male,0,No,No
8087-LGYHQ,No,Male,0,No,No
8089-UZWLX,No,Female,1,No,No
8091-TTVAX,No,Male,0,Yes,No
8092-NLTGF,No,Male,0,No,No
8095-WANWK,No,Female,0,No,No
8096-LOIST,No,Female,0,No,No
8097-OMULG,No,Male,0,Yes,Yes
8097-VBQTZ,No,Male,0,No,No
8098-LLAZX,Yes,Female,1,No,No
8098-TDCBU,No,Female,0,Yes,No
8099-MZPUJ,No,Male,0,Yes,Yes
8100-HZZLJ,No,Female,0,No,Yes
8100-PNJMH,No,Male,0,Yes,Yes
8104-OSKWT,No,Female,0,No,No
8106-GWQOK,No,Male,0,Yes,No
8107-KNCIM,No,Male,1,Yes,No
8107-RZLNV,No,Male,0,Yes,No
8108-UXRQN,No,Female,0,Yes,Yes
8109-YUOHE,No,Male,0,No,No
8111-BKVDS,No,Female,0,No,No
8111-RKSPX,Yes,Male,0,No,No
8111-SLLHI,Yes,Male,1,Yes,No
8118-LSUEL,Yes,Male,1,No,No
8118-TJAFG,No,Male,0,Yes,Yes
8120-JDCAM,No,Male,0,Yes,Yes
8123-QBNAZ,No,Female,0,Yes,Yes
8124-NZVGJ,No,Female,0,No,No
8125-QPFJD,No,Female,0,Yes,No
8128-YVJRG,Yes,Female,0,No,No
8129-GMVGI,No,Female,0,Yes,Yes
8132-YPVBX,No,Female,0,No,No
8133-ANHHJ,No,Female,1,No,No
8138-EALND,No,Male,0,No,No
8143-ETQTI,No,Female,0,Yes,Yes
8144-DGHXP,No,Female,0,No,No
8146-QQKZH,No,Female,0,Yes,No
8148-BPLZQ,No,Male,0,No,No
8148-NLEGT,No,Female,0,Yes,Yes
8148-WOCMK,No,Male,0,Yes,Yes
8149-AIQCG,No,Male,0,No,No
8149-RSOUN,Yes,Female,0,No,No
8150-QUDFX,No,Male,0,No,No
8152-UOBNY,No,Female,1,No,No
8152-VETUR,No,Female,0,Yes,No
8155-IBNHG,Yes,Female,0,Yes,No
8158-WPEZG,No,Male,0,No,No
8160-HOWOX,No,Female,0,No,No
8161-QYMTT,No,Male,0,No,No
8164-OCKUJ,No,Female,0,Yes,Yes
8165-CBKXO,No,Male,0,Yes,Yes
8165-ZJRNM,No,Female,0,Yes,Yes
8166-ORCHU,No,Male,1,Yes,No
8166-ZZTFS,Yes,Female,1,Yes,No
8167-GJLRN,No,Male,0,No,No
8168-UQWWF,Yes,Female,0,No,No
8169-SAEJD,No,Male,1,Yes,No
8173-RXAYP,No,Female,0,Yes,Yes
8174-LNWMW,No,Female,0,No,No
8174-TBVCF,No,Female,0,Yes,No
8178-EYZUO,Yes,Male,0,No,No
8180-AKMJV,No,Female,0,No,No
8181-YHCMF,No,Female,0,Yes,Yes
8182-BJDSI,Yes,Female,0,No,No
8182-PNAGI,Yes,Male,0,No,No
8183-ONMXC,Yes,Female,0,No,No
8184-WMOFI,No,Male,0,Yes,Yes
8185-UPYBR,Yes,Male,0,Yes,No
8189-DUKMV,No,Female,0,Yes,No
8189-HBVRW,No,Female,0,No,No
8189-XRIKE,No,Female,1,No,No
8190-ZTQFB,No,Male,0,No,No
8191-XWSZG,No,Female,0,No,No
8194-PEEBY,No,Female,0,Yes,Yes
8197-BFWVU,No,Female,0,Yes,Yes
8198-RKSZG,No,Female,0,Yes,Yes
8199-ZLLSA,Yes,Male,0,No,No
8200-KLNYW,No,Female,0,Yes,No
8200-LGKSR,No,Male,0,Yes,No
8201-AAXCB,No,Male,0,Yes,Yes
8203-XJZRC,No,Male,0,No,No
8204-TIFGJ,No,Female,0,No,No
8204-YJCLA,No,Male,1,Yes,Yes
8205-MQUGY,No,Male,0,Yes,Yes
8205-OTCHB,Yes,Male,0,No,No
8205-VSLRB,No,Male,0,Yes,No
8207-DMRVL,No,Male,0,Yes,Yes
8207-VVMYB,No,Female,0,Yes,No
8208-EUMTE,No,Male,0,No,No
8212-CRQXP,No,Female,0,Yes,No
8212-DJRCH,No,Male,0,Yes,Yes
8212-FSQIV,,Male,0,No,Yes
8213-TAZPM,No,Female,0,Yes,Yes
8215-NGSPE,No,Female,0,Yes,Yes
8216-AZUUZ,No,Female,0,Yes,Yes
8217-QYOHV,No,Male,0,No,No
8218-FFJDS,No,Female,0,Yes,No
8219-VYBVI,No,Male,0,No,Yes
8220-OCUFY,No,Female,0,No,No
8221-EQDGL,No,Male,0,Yes,No
8221-HVAYI,No,Male,0,Yes,Yes
8224-DWCKX,No,Male,1,No,No
8224-IVVPA,No,Female,0,No,No
8224-KDLKN,No,Male,0,Yes,Yes
8224-UAXBZ,No,Female,0,Yes,No
8225-BTJAU,Yes,Male,1,No,No
8226-BXGES,No,Male,0,Yes,No
8229-BUJHX,No,Female,0,Yes,Yes
8229-MYEJZ,No,Female,0,No,No
8229-TNIQA,Yes,Female,0,No,No
8231-BSWXX,No,Male,0,No,No
8232-CTLKO,No,Female,0,Yes,Yes
8232-UTFOZ,No,Male,0,No,No
8234-GSZYK,No,Male,0,No,No
8237-ULIXL,No,Female,0,Yes,No
8241-JUIQO,No,Female,0,No,No
8242-JSVBO,No,Male,0,No,No
8242-PDSGJ,No,Male,0,Yes,No
8242-SOQUO,No,Female,1,No,No
8245-UMPYT,Yes,Female,1,No,No
8246-SHFGA,No,Male,0,No,No
8249-THVEC,No,Male,0,Yes,Yes
8250-ZNGGW,No,Female,1,No,No
8256-ERHVS,,Male,0,No,No
8256-TWSNM,,Male,0,Yes,Yes
8257-RZAHR,Yes,Female,0,Yes,No
8258-GSTJK,Yes,Male,1,No,No
8259-DZLIZ,No,Female,0,Yes,Yes
8259-NFJTV,No,Female,0,Yes,Yes
8260-NGFNY,Yes,Female,0,No,No
8261-GWDBQ,No,Female,1,Yes,No
8262-COGGB,No,Male,0,No,No
8263-JQAIK,Yes,Male,1,No,No
8263-OKETD,No,Female,0,No,No
8263-QMNTJ,No,Male,0,Yes,No
8265-HKSOW,No,Female,0,Yes,Yes
8266-VBFQL,No,Male,0,No,No
8267-KFGYD,No,Male,0,No,Yes
8267-ZNYVZ,Yes,Female,0,Yes,No
8268-YDIXR,No,Male,0,Yes,No
8270-RKSAP,No,Male,0,No,No
8272-ONJLV,No,Male,0,No,No
8276-MQBYC,Yes,Male,1,No,No
8277-RVRSV,No,Female,0,Yes,Yes
8280-MQRQN,Yes,Female,0,No,No
8285-ABVLB,No,Female,0,Yes,No
8286-AFUYI,No,Male,0,No,No
8289-DXCFQ,,Female,0,No,No
8290-YWKHZ,Yes,Female,1,Yes,No
8292-FRFZQ,No,Female,0,No,No
8292-ITGYJ,No,Female,0,Yes,Yes
8292-TYSPY,Yes,Male,0,No,No
8294-UIMBA,No,Female,0,No,No
8295-FHIVV,No,Male,0,No,No
8295-KMENE,No,Female,0,Yes,Yes
8305-VHZBZ,Yes,Male,0,No,No
8309-IEYJD,No,Female,1,No,No
8309-PPCED,No,Female,0,Yes,No
8311-UEUAB,No,Female,0,Yes,Yes
8313-AFGBW,No,Male,0,Yes,No
8313-KTIHG,No,Male,0,No,No
8313-NDOIA,No,Female,0,No,No
8314-DPQHL,No,Male,0,No,No
8314-HTWVE,No,Female,0,Yes,Yes
8316-BBQAY,No,Female,0,No,No
8317-BVKSO,No,Male,0,No,No
8318-LCNBW,No,Male,0,Yes,No
8319-QBEHW,No,Male,0,No,Yes
8325-QRPZR,No,Female,0,No,No
8327-LZKAS,Yes,Female,1,Yes,No
8327-WKMIE,No,Male,0,No,No
8328-SKJNO,No,Male,0,No,Yes
8329-GWVPJ,No,Female,0,Yes,Yes
8329-IBCTI,Yes,Female,0,No,No
8329-UTMVM,No,Male,1,No,No
8331-ZXFOE,No,Female,0,No,No
8332-OSJDW,No,Male,0,Yes,Yes
8336-TAVKX,No,Female,1,Yes,No
8337-MSSXB,Yes,Female,0,No,No
8337-UPOAQ,Yes,Male,1,Yes,No
8338-QIUNR,No,Male,0,Yes,Yes
8344-WFMFH,No,Male,0,No,Yes
8345-MVDYC,No,Female,0,No,No
8347-GDTMP,No,Female,0,Yes,No
8348-HFYIV,Yes,Male,0,No,No
8348-JLBUG,No,Male,1,Yes,No
8350-NYMVI,No,Female,0,No,No
8353-CFNVI,,Male,0,No,No
8356-WUAOJ,No,Female,0,Yes,No
8357-EQXFO,Yes,Female,0,No,No
8361-LBRDI,No,Female,0,No,No
8361-LTMKD,Yes,Male,1,Yes,No
8364-TRMMK,Yes,Female,0,No,No
8372-JUXUI,Yes,Male,0,No,Yes
8374-UULRV,No,Male,0,No,No
8374-XGEJJ,Yes,Male,1,Yes,No
8375-DKEBR,Yes,Female,1,No,No
8375-KVTHK,No,Male,0,Yes,No
8378-LKJAF,No,Male,0,Yes,Yes
8380-MQINP,No,Female,0,Yes,Yes
8380-PEFPE,Yes,Male,0,No,Yes
8382-SHQEH,Yes,Female,0,Yes,No
8383-SGHJU,No,Female,0,No,No
8384-FZBJK,No,Female,0,Yes,Yes
8386-OSYMC,,Female,0,Yes,Yes
8387-MOJJT,Yes,Female,0,Yes,Yes
8387-UGUSU,No,Female,0,Yes,Yes
8388-DMKAE,No,Female,0,No,No
8388-FYNPZ,No,Male,0,No,No
8390-FESFV,No,Female,0,No,No
8393-DLHGA,Yes,Male,0,No,Yes
8393-JMVMB,No,Male,0,No,No
8395-ETZKQ,No,Male,1,Yes,Yes
8397-MVTAZ,Yes,Male,0,Yes,No
8398-TBIYD,No,Female,0,No,No
8399-YNDCH,Yes,Male,1,No,No
8400-WZICQ,No,Female,0,Yes,Yes
8401-EMUWF,No,Male,0,Yes,Yes
8402-EIVQS,No,Male,0,Yes,No
8402-OOOHJ,No,Female,0,No,No
8404-FYDIB,No,Male,0,No,No
8404-GFGCZ,No,Male,0,Yes,No
8404-VIOMB,No,Female,0,No,No
8404-VLQFB,No,Female,0,Yes,Yes
8405-IGQFX,No,Female,0,No,No
8406-LNMHF,No,Male,1,Yes,No
8409-WQJUX,No,Female,0,No,No
8410-BGQXN,No,Male,0,No,No
8413-VONUO,Yes,Male,0,No,No
8413-YNHNV,No,Male,0,No,No
8414-MYSHR,Yes,Male,1,No,No
8414-OOEEL,No,Male,0,No,Yes
8417-FMLZI,Yes,Male,0,Yes,Yes
8417-GSODA,No,Male,0,Yes,Yes
8421-WZOOW,No,Female,1,Yes,Yes
8429-XIBUM,Yes,Male,0,No,No
8430-TWCBX,No,Female,0,Yes,No
8433-WPJTV,No,Female,1,Yes,Yes
8433-WXGNA,Yes,Male,0,No,No
8434-PNQZX,No,Female,0,No,No
8434-VGEQQ,No,Male,0,Yes,Yes
8436-BJUMM,Yes,Male,0,Yes,Yes
8439-LTUGF,No,Male,0,No,No
8441-SHIPE,No,Female,0,No,No
8443-WVPSS,Yes,Male,0,Yes,No
8443-ZRDBZ,Yes,Male,0,No,No
8444-WRIDW,Yes,Female,1,No,No
8445-DNBAE,No,Male,0,No,Yes
8450-JOVAH,Yes,Male,0,Yes,Yes
8450-LUGUK,No,Female,0,Yes,Yes
8450-UYIBU,No,Female,1,No,No
8454-AATJP,No,Female,0,No,No
8455-HIRAQ,No,Female,0,No,No
8456-QDAVC,No,Male,0,No,No
8457-XIGKN,No,Male,0,No,No
8461-EFQYM,No,Female,0,No,No
8464-EETCQ,No,Male,0,No,No
8465-SBRXP,No,Male,0,Yes,Yes
8466-PZBLH,No,Male,0,Yes,Yes
8467-WYNSR,No,Male,0,No,No
8468-EHYJA,No,Female,0,Yes,No
8468-FZTOE,No,Female,0,Yes,Yes
8469-SNFFH,No,Male,0,Yes,No
8473-VUVJN,Yes,Male,1,No,No
8474-UMLNT,No,Female,0,No,No
8480-PPONV,No,Male,0,Yes,Yes
8481-YYXWG,Yes,Female,0,No,No
8485-GJCDN,Yes,Female,1,No,No
8486-AYEQH,No,Female,0,No,No
8490-BXHEO,No,Male,1,No,No
8495-LJDFO,No,Female,1,No,No
8495-PRWFH,No,Female,1,No,No
8496-DMZUK,No,Male,0,No,No
8496-EJAUI,Yes,Male,0,No,No
8498-XXGWA,No,Female,0,Yes,No
8499-BRXTD,No,Male,0,No,No
8510-AWCXC,Yes,Female,1,No,No
8510-BBWMU,No,Female,0,No,No
8510-TMWYB,No,Female,0,Yes,Yes
8512-WIWYV,No,Male,0,No,No
8513-OLYGY,No,Male,0,Yes,No
8514-VZHEB,No,Male,0,Yes,Yes
8515-OCTJS,Yes,Female,0,No,No
8519-IMDHU,Yes,Male,1,Yes,No
8519-QJGJD,Yes,Female,0,No,No
8530-KXSOX,,Male,0,Yes,No
8532-UEFWH,No,Male,0,Yes,Yes
8535-SFUTN,No,Male,0,No,No
8540-ZQGEA,No,Female,0,Yes,No
8541-QVFKM,No,Female,0,No,No
8543-MSDMF,No,Male,0,No,No
8544-GOQSH,No,Female,0,No,No
8544-JNBOX,No,Male,0,No,No
8547-NSBBO,No,Male,0,No,No
8548-AWOFC,No,Male,0,Yes,No
8550-XSXUQ,No,Male,0,Yes,No
8552-OBVRU,No,Female,1,Yes,Yes
8559-CIZFV,Yes,Male,0,Yes,Yes
8559-WNQZS,No,Male,0,No,No
8561-NMTBD,No,Female,0,Yes,Yes
8562-GHPPI,No,Female,0,No,No
8563-IIOXK,Yes,Male,0,Yes,Yes
8563-OYMQY,No,Male,0,No,No
8564-LDKFL,No,Male,0,Yes,No
8565-CLBZW,Yes,Male,0,No,No
8565-HBFNN,No,Male,0,Yes,No
8565-WUXZU,No,Male,1,Yes,No
8566-YPRGL,No,Female,0,No,No
8570-KLJYJ,No,Female,0,No,No
8571-ZCMCX,No,Female,0,Yes,Yes
8573-CGOCC,No,Male,0,No,No
8573-JGCZW,No,Male,0,No,No
8577-QSOCG,No,Female,0,Yes,Yes
8580-AECUZ,Yes,Male,1,No,No
8580-QVLOC,Yes,Female,1,Yes,Yes
8582-KRHPJ,No,Male,0,No,No
8584-KMVXD,No,Female,0,No,No
8587-XYZSF,No,Male,0,No,No
8590-OHDIW,No,Female,0,Yes,Yes
8590-YFFQO,No,Male,0,Yes,No
8591-NXRCV,No,Female,0,No,No
8591-TKMZH,No,Male,0,Yes,Yes
8592-PLTMQ,No,Female,0,No,No
8593-WHYHV,Yes,Male,0,No,No
8595-SIZNC,No,Female,1,Yes,No
8597-CTXVJ,No,Male,0,No,Yes
8597-CWYHH,No,Male,0,No,No
8601-QACRS,Yes,Female,0,No,No
8603-IJWDN,Yes,Male,0,No,No
8605-ITULD,No,Female,0,No,No
8606-CIQUL,No,Male,1,Yes,Yes
8606-OEGQZ,No,Female,0,No,Yes
8608-OZTLB,No,Male,0,Yes,Yes
8610-WFCJF,Yes,Female,0,Yes,Yes
8610-ZIKJJ,No,Female,0,Yes,Yes
8612-GXIDD,No,Male,0,Yes,Yes
8614-VGMMV,Yes,Female,0,No,No
8617-ENBDS,No,Male,0,No,No
8619-IJNDK,No,Female,0,Yes,Yes
8620-RJPZN,No,Female,0,No,No
8621-MNIHH,Yes,Female,1,Yes,No
8622-ZLFKO,No,Female,0,Yes,No
8623-TMRBY,Yes,Male,1,Yes,Yes
8623-ULFNQ,No,Female,1,No,No
8624-GIOUT,Yes,Female,0,No,No
8625-AZYZY,Yes,Male,0,Yes,No
8626-PTQGE,No,Male,0,No,No
8626-XHBIE,No,Male,0,No,Yes
8627-EHGIP,Yes,Male,0,No,No
8627-ZYGSZ,No,Male,0,Yes,No
8628-MFKAX,No,Female,1,Yes,No
8630-FJLIB,No,Female,0,No,No
8630-QSGXK,No,Male,0,Yes,No
8631-NBHFZ,Yes,Male,1,Yes,Yes
8631-WUXGY,No,Female,0,No,Yes
8631-XVRZL,No,Male,0,No,No
8634-CILSZ,Yes,Male,0,No,No
8634-MPHTR,Yes,Male,1,Yes,No
8637-XJIVR,Yes,Female,0,No,No
8639-NHQEI,No,Female,0,Yes,Yes
8640-SDGKB,Yes,Male,0,No,No
8642-GVWRF,Yes,Female,0,Yes,No
8644-XLFBW,Yes,Male,1,No,No
8644-XYTSV,No,Male,0,Yes,No
8645-KOMJQ,No,Male,0,Yes,Yes
8645-KWHJO,No,Male,0,No,No
8646-JCOMS,No,Female,0,Yes,No
8647-SDTWQ,No,Male,0,Yes,Yes
8648-PFRMP,No,Female,1,No,No
8649-VYTUC,,Male,0,No,No
8650-RHRKE,Yes,Male,0,No,No
8651-ENBZX,Yes,Female,1,No,No
8652-YHIYU,No,Female,0,No,Yes
8654-DHAOW,No,Female,0,No,No
8659-HDIYE,No,Female,1,No,No
8659-IOOPU,No,Female,0,Yes,Yes
8660-BUETV,No,Female,0,No,No
8661-BOYNW,No,Female,0,Yes,No
8663-UPDGF,No,Female,0,No,No
8665-UTDHZ,Yes,Male,0,Yes,Yes
8668-KNZTI,No,Male,0,No,No
8670-ERCJH,No,Male,0,No,No
8670-MEFCP,No,Female,0,Yes,Yes
8671-KKKOS,No,Female,0,Yes,No
8672-OAUPW,No,Male,0,No,Yes
8676-OOQEJ,No,Male,0,No,No
8676-TRMJS,Yes,Male,0,No,No
8677-HDZEE,No,Female,0,No,No
8679-JOEVF,Yes,Female,1,No,No
8679-LZBMD,No,Male,0,Yes,No
8680-CGLTP,No,Male,0,No,No
8681-ICONS,No,Male,0,Yes,Yes
8685-WHQPW,Yes,Female,1,No,No
8687-BAFGU,No,Male,0,No,No
8690-UPCZI,No,Male,0,Yes,Yes
8690-ZVLCL,No,Female,0,Yes,Yes
8695-ARGXZ,No,Male,1,Yes,No
8695-WDYEA,No,Male,0,No,No
8696-JKZNU,Yes,Female,1,No,No
8699-ASUFO,Yes,Male,1,Yes,No
8701-DGLVH,No,Male,0,No,No
8705-DWKTI,No,Male,0,No,No
8705-WZCYL,No,Male,0,No,No
8706-HRADD,No,Male,0,No,No
8707-HOEDG,No,Female,0,Yes,Yes
8707-RMEZH,No,Female,1,Yes,No
8708-XPXHZ,Yes,Female,0,Yes,Yes
8709-KRDVL,No,Female,0,No,No
8710-YGLWG,No,Male,0,No,No
8711-LOBKY,No,Male,0,Yes,Yes
8713-IGZSO,No,Male,0,No,No
8714-CTZJW,No,Female,0,No,No
8714-EUHJO,Yes,Female,0,Yes,Yes
8715-KKTFG,No,Female,0,Yes,No
8717-VCTXJ,No,Male,0,No,No
8718-PTMEZ,Yes,Female,0,No,No
8720-RQSBJ,No,Male,1,No,No
8722-NGNBH,Yes,Male,0,No,No
8722-PRFDV,No,Female,0,Yes,Yes
8725-JEDFD,No,Male,0,No,No
8727-JQFHV,No,Male,0,Yes,Yes
