cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
7206-PQBBZ,No,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,2.34,834.7
7207-RMRDB,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,3.52,6985.65
7208-PSIHR,No,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,3.48,7188.5
7209-JCUDS,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,3.16,1048.85
7216-EWTRS,Yes,Female,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3.36,100.8
7217-JYHOQ,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,2.34,1706.45
7218-HKQFK,Yes,Male,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,3.14,167.5
7225-CBZPL,No,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,3.16,1563.9
7228-OMTPN,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,2.95,370.65
7228-PAQPD,No,Female,0,No,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,1.97,772.85
7233-DRTRF,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,3.41,6444.05
7233-IOQNP,No,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1.13,1505.35
7233-PAHHL,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,2.8,5714.25
7234-FECYN,Yes,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,3.38,780.5
7235-NXZCP,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,2.49,156.4
7240-ETPTR,Yes,Female,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,1.62,442.2
7240-FQLHE,Yes,Female,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,3.32,1836.25
7241-AJHFS,No,Male,0,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2.92,2766.4
7242-QZLXF,Yes,Male,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,0.84,25.3
7244-QWYHG,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,1.48,2188.45
7245-JMTTQ,No,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,3.72,5703.25
7245-NIIWQ,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,2.33,199.85
7246-ZGQDF,No,Female,0,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,1.82,54.5
7247-XOZPB,No,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.4,2.58,4155.95
7248-VZQLC,Yes,Female,1,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,2.84,3969.35
7249-WBIYX,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,2.85,813.85
7250-EQKIY,Yes,Female,0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,1.68,50.45
7251-LJBQN,No,Female,1,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,3.46,4188.4
7251-XFOIL,No,Female,0,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,2.97,5500.6
7252-NTGSS,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,1.5,45.15
7253-UVNDW,Yes,Female,0,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,1.81,2460.15
7254-IQWOZ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,2.32,69.65
7255-SSFBC,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,3.74,8041.65
7268-IGMFD,No,Male,1,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,3.13,1743.9
7269-JISCY,No,Female,0,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,1.5,2462.6
7270-BDIOA,Yes,Female,0,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,3.0,1993.8
7271-AJDTL,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,3.15,5073.1
7272-QDCKA,No,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,3.34,2688.45
7273-TEFQD,Yes,Male,1,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,1.37,132.2
7274-CGTOD,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,1.46,2618.3
7274-RTAPZ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,3.02,90.55
7277-OZCGZ,No,Female,0,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,2.97,1886.25
7278-CKDNC,No,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2.68,2088.45
7279-BUYWN,Yes,Female,1,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,3.77,4689.5
7284-BUYEC,No,Female,0,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,1.7,229.4
7284-ZZLOH,No,Male,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,1.78,2296.25
7285-KLOTR,No,Female,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,2.63,876.75
7294-TMAOP,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,3.02,90.55
7295-JOMMD,Yes,Female,0,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,3.27,396.3
7296-PIXQY,No,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,2.34,1046.5
7299-GNVPL,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,2.81,1936.85
7301-ABVAD,No,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,2.89,6350.5
7306-YDSOI,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,1.99,4069.9
7312-XSBAT,No,Male,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,1.66,49.75
7314-OXENN,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,2.73,184.65
7315-WYOAW,No,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,3.36,1313.25
7317-GGVPB,Yes,Male,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,3.62,7690.9
7318-EIVKO,No,Male,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,1.98,436.6
7319-VENRZ,No,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,2.14,445.95
7321-PKUYW,Yes,Female,0,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,3.01,987.95
7321-VGNKU,No,Female,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,2.34,120.25
7321-ZNSLA,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,1.35,590.35
7322-OCWHC,No,Male,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,3.1,6735.05
7325-ENZFI,No,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1.34,1630.4
7326-RIGQZ,No,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,2.33,377.85
7330-WZLNC,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,3.03,455.5
7336-RLLRH,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2.7,2204.35
7338-ERIVA,No,Male,0,No,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1.5,1790.6
7339-POGZN,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,1.69,214.55
7340-KEFQE,No,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1.14,1782
7341-LXCAF,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,2.49,301.4
7346-MEDWM,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,2.78,4949.1
7349-ALMUX,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2.19,2313.8
7351-KYHQH,No,Female,1,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,2.16,493.65
7351-MHQVU,No,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,1.7,307.6
7354-OIJLX,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,2.53,724.65
7356-IWLFW,No,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,2.67,3769.7
7359-PTSXY,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,1.52,45.75
7359-SSBJK,Yes,Female,1,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.2,2.34,4481
7359-WWYJV,No,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,3.82,8375.05
7361-YPXFS,No,Female,1,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.45,2.15,1867.6
7363-QTBIW,No,Female,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,2.66,769.1
7365-BVCJH,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,0.81,24.4
7375-WMVMT,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,3.18,6707.15
7377-DMMRI,Yes,Male,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,1.59,92.45
7379-FNIUJ,No,Male,0,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,3.34,198.5
7379-POKDZ,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2.34,208.85
7382-DFJTU,No,Male,0,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1.84,1058.1
7384-GHBPI,Yes,Male,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.15,1.17,99.75
7389-KBFIT,No,Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,1.01,63.75
7392-YYPYJ,No,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,3.36,2415.95
7394-FKDNK,Yes,Female,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,2.98,853.1
7394-LWLYN,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,2.34,123.8
7395-IGJOS,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,2.72,1329.2
7395-XWZOY,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1.83,1165.55
7396-VJUZB,No,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,1.51,155.35
7398-HPYZQ,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.55,3.02,6404
7398-LXGYX,No,Male,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,2.83,3626.35
7398-SKNQZ,No,Female,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,3.16,273.2
7399-QHBJS,No,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,2.22,4760.3
7401-JIXNM,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,3.04,4965
7401-RUBNK,No,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,2.49,1438.05
7402-EYFXX,No,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,3.12,2404.1
7402-PWYJJ,No,Female,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,3.04,4862.5
7404-JLKQG,No,Female,0,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,1.92,161.45
7408-OFWXJ,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,2.99,6510.45
7409-JURKQ,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,3.73,5809.75
7409-KIUTL,Yes,Female,1,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,2.37,71
7410-KTVFV,Yes,Male,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,1.65,878.35
7410-OIEDU,No,Male,0,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,2.66,887.35
7410-YTJIK,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,2.52,480.75
7421-ZLUPA,No,Female,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,0.98,226.95
7422-WNBTY,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3.11,3092
7426-GSWPO,No,Male,1,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,3.45,6548.65
7426-RHZGU,No,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,3.2,827.45
7426-WEIJX,No,Male,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,2.7,4859.1
7432-FFVAR,No,Female,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,3.03,4236.6
7439-DKZTW,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,2.68,80.55
7442-YGZFK,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,1.66,49.8
7445-WMRBW,No,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,2.46,3581.4
7446-KQISO,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,3.66,4900.65
7446-YPODE,No,Male,1,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.25,2.01,662.95
7449-HVPIV,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,3.01,5099.15
7450-NWRTR,Yes,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,3.32,1200.15
7459-IMVYU,No,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2.33,2657.55
7459-RRWQZ,Yes,Female,0,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,2.16,994.55
7460-ITWWP,No,Female,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,2.87,3861.45
7465-ZZRVX,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,2.34,70.35
7470-DYNOE,No,Male,0,No,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,2.04,3357.9
7470-MCQTK,Yes,Female,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,1.62,633.4
7471-MQPOS,No,Male,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,2.43,5139.65
7472-EQOAV,No,Male,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,2.89,6179.35
7479-NITWS,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,2.98,631.85
7480-QNVZJ,Yes,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,3.19,4816.7
7481-ATQQS,Yes,Female,1,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,3.03,4515.85
7483-IQWIB,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3.1,3415.25
7486-KSRVI,Yes,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,3.33,4211.55
7488-MXJIV,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,2.86,321.65
7492-TAFJD,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,1.28,280
7493-TPUWZ,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,2.64,79.15
7495-OOKFY,Yes,Female,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,2.69,633.3
7501-IWUNG,No,Female,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,2.46,4616.05
7501-VTYLJ,No,Female,0,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,1.72,106.2
7502-BNYGS,No,Female,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,2.3,3168
7503-MIOGA,No,Female,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,2.99,6697.35
7503-QQRVF,Yes,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,2.48,1178.25
7503-ZGUZJ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,2.82,84.65
7504-UWHNB,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,2.33,1729.35
7508-DQAKK,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,2.88,5442.05
7508-KBIMB,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1.88,1454.25
7508-MYBOG,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2.87,1235.55
7508-SMHXL,No,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,2.97,1288.3
7511-YMXVQ,Yes,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,1.51,418.8
7516-GMHUV,No,Male,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,3.5,5163.3
7517-LDMPS,No,Female,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,2.82,1017.35
7517-SAWMO,Yes,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,2.44,1441.1
7519-JTWQH,No,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.5,3.68,7455.45
7520-HQWJU,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,2.25,4508.65
7521-AFHAB,No,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,1.49,220.45
7524-VRLPL,No,Male,1,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,2.47,5031
7526-BEZQB,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,3.2,1148.1
7529-ZDFXI,No,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,2.99,4925.35
7530-HDYDS,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.25,2.81,3264.5
7534-BFESC,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,2.54,1712.7
7537-CBQUZ,No,Male,1,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,3.65,7031.45
7537-RBWEA,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.15,0.84,25.15
7538-GWHML,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,2.32,145.15
7541-YLXCL,Yes,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2.18,2498.4
7544-ZVIKX,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,3.5,6004.85
7547-EKNFS,Yes,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3.18,3959.35
7548-SEPYI,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,3.21,512.45
7549-MYGPK,Yes,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,3.35,6215.35
7550-WIQVA,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,3.61,5431.4
7551-DACSP,Yes,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,1.84,324.25
7554-AKDQF,No,Female,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,1.52,323.45
7560-QJAVJ,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,2.65,5589.45
7562-GSUHK,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,3.11,1573.7
7562-UXTPG,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,2.34,886.7
7563-BIUPC,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,2.69,415.55
7564-GHCVB,No,Female,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,2.64,5730.7
7566-DSRLQ,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,3.67,7998.8
7567-ECMCM,No,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2.66,2001
7568-PODML,Yes,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,1.51,45.3
7569-NMZYQ,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,3.96,8672.45
7570-WELNY,No,Female,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,2.82,5711.05
