cliente_ID,contrato,fatura_online,forma_pagamento,gastos_mensais,gasto_total
7234-FECYN,Month-to-month,No,Electronic check,101.35,780.5
7234-KMNRQ,Month-to-month,No,Mailed check,19.0,73.45
7235-NXZCP,Month-to-month,Yes,Mailed check,74.85,156.4
7239-HZZCX,Month-to-month,No,Mailed check,19.75,19.75
7240-ETPTR,Month-to-month,Yes,Electronic check,48.75,442.2
7240-FQLHE,Month-to-month,No,Bank transfer (automatic),99.75,1836.25
7241-AJHFS,Month-to-month,No,Bank transfer (automatic),87.65,2766.4
7242-EDTYC,Two year,No,Bank transfer (automatic),19.55,819.95
7242-QZLXF,Month-to-month,Yes,Electronic check,25.3,25.3
7243-LCGGZ,Month-to-month,No,Mailed check,20.9,20.9
7244-KXYZN,One year,No,Credit card (automatic),20.45,527.35
7244-QWYHG,One year,Yes,Bank transfer (automatic),44.45,2188.45
7245-JMTTQ,One year,Yes,Electronic check,111.5,5703.25
7245-NIIWQ,Month-to-month,Yes,Electronic check,69.85,199.85
7246-ZGQDF,Month-to-month,No,Electronic check,54.5,54.5
7247-XOZPB,One year,No,Bank transfer (automatic),77.4,4155.95
7248-VZQLC,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35
7249-WBIYX,Month-to-month,Yes,Electronic check,85.6,813.85
7250-EQKIY,Month-to-month,No,Mailed check,50.45,50.45
7251-LJBQN,One year,Yes,Credit card (automatic),103.75,4188.4
7251-XFOIL,Month-to-month,No,Mailed check,89.2,5500.6
7252-NTGSS,Month-to-month,No,Mailed check,45.15,45.15
7253-UVNDW,Two year,No,Credit card (automatic),54.35,2460.15
7254-IQWOZ,Month-to-month,Yes,Electronic check,69.65,69.65
7255-SSFBC,Two year,Yes,Bank transfer (automatic),112.25,8041.65
7266-GSSJX,Month-to-month,Yes,Electronic check,20.45,250.8
7267-FRMJW,Two year,No,Mailed check,20.1,486.05
7268-IGMFD,Month-to-month,No,Bank transfer (automatic),93.9,1743.9
7268-WNTCP,Two year,No,Bank transfer (automatic),20.45,1297.35
7269-JISCY,One year,No,Bank transfer (automatic),45.05,2462.6
7270-BDIOA,Month-to-month,Yes,Electronic check,90.0,1993.8
7271-AJDTL,Month-to-month,Yes,Credit card (automatic),94.45,5073.1
7272-QDCKA,One year,No,Electronic check,100.2,2688.45
7273-TEFQD,Month-to-month,Yes,Electronic check,41.15,132.2
7274-CGTOD,Two year,Yes,Bank transfer (automatic),43.7,2618.3
7274-RTAPZ,Month-to-month,Yes,Electronic check,90.55,90.55
7277-KAMWT,Two year,No,Credit card (automatic),20.0,268.45
7277-OZCGZ,Month-to-month,Yes,Electronic check,89.05,1886.25
7278-CKDNC,Month-to-month,Yes,Electronic check,80.5,2088.45
7278-VXADF,Month-to-month,Yes,Credit card (automatic),85.05,1391.15
7279-BUYWN,Month-to-month,Yes,Electronic check,113.2,4689.5
7279-NMVJC,One year,No,Bank transfer (automatic),19.9,323.15
7284-BUYEC,Month-to-month,Yes,Credit card (automatic),50.95,229.4
7284-ZZLOH,Two year,No,Credit card (automatic),53.3,2296.25
7285-KLOTR,One year,No,Electronic check,78.85,876.75
7291-CDTMJ,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65
7293-LSCDV,Two year,Yes,Credit card (automatic),19.25,1103.25
7294-TMAOP,Month-to-month,No,Electronic check,90.55,90.55
7295-EXSMO,Month-to-month,No,Mailed check,75.05,202.9
7295-JOMMD,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3
7296-PIXQY,Month-to-month,No,Electronic check,70.2,1046.5
7297-DVYGA,One year,Yes,Bank transfer (automatic),19.85,996.95
7298-IZWLY,Month-to-month,Yes,Mailed check,19.4,19.4
7299-GNVPL,Month-to-month,No,Mailed check,84.4,1936.85
7301-ABVAD,Two year,No,Bank transfer (automatic),86.6,6350.5
7302-ZHMHP,Month-to-month,No,Mailed check,19.15,19.15
7305-PAPOZ,Month-to-month,Yes,Electronic check,84.85,2633.4
7305-ZWMAJ,One year,No,Credit card (automatic),20.7,587.1
7306-YDSOI,Two year,Yes,Bank transfer (automatic),59.75,4069.9
7310-EGVHZ,Month-to-month,No,Bank transfer (automatic),20.2,20.2
7311-MQJCH,One year,No,Electronic check,19.55,99.6
7312-XSBAT,Month-to-month,No,Electronic check,49.75,49.75
7314-OXENN,Month-to-month,Yes,Electronic check,82.0,184.65
7315-WYOAW,Month-to-month,No,Electronic check,100.75,1313.25
7317-GGVPB,Two year,Yes,Credit card (automatic),108.6,7690.9
7318-EIVKO,Month-to-month,Yes,Electronic check,59.25,436.6
7319-VENRZ,Month-to-month,No,Bank transfer (automatic),64.3,445.95
7319-ZNRTR,One year,No,Electronic check,19.6,411.15
7321-KKSDU,Two year,No,Mailed check,20.5,696.8
7321-PKUYW,Month-to-month,No,Electronic check,90.15,987.95
7321-VGNKU,Month-to-month,Yes,Electronic check,70.35,120.25
7321-ZNSLA,Two year,No,Mailed check,40.55,590.35
7322-OCWHC,Two year,Yes,Bank transfer (automatic),93.05,6735.05
7325-ENZFI,One year,Yes,Bank transfer (automatic),40.3,1630.4
7326-RIGQZ,Month-to-month,Yes,Electronic check,69.8,377.85
7328-OWMOM,One year,No,Credit card (automatic),20.1,589.25
7328-ZJAJO,Two year,No,Credit card (automatic),19.5,1222.65
7330-WZLNC,Month-to-month,Yes,Electronic check,90.8,455.5
7336-RLLRH,One year,No,Mailed check,80.85,2204.35
7337-CINUD,Two year,No,Bank transfer (automatic),19.5,159.35
7338-ERIVA,One year,No,Bank transfer (automatic),45.05,1790.6
7339-POGZN,Month-to-month,No,Electronic check,50.7,214.55
7340-EBEMV,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25
7340-KEFQE,Two year,No,Bank transfer (automatic),34.2,1782
7341-LXCAF,Month-to-month,Yes,Electronic check,74.65,301.4
7343-EOBEU,Month-to-month,Yes,Mailed check,23.6,89.05
7346-MEDWM,Month-to-month,Yes,Electronic check,83.25,4949.1
7349-ALMUX,Two year,No,Bank transfer (automatic),65.6,2313.8
7351-KYHQH,Month-to-month,Yes,Electronic check,64.95,493.65
7351-MHQVU,Month-to-month,No,Credit card (automatic),50.95,307.6
7353-YOWFP,One year,No,Mailed check,20.25,129.15
7354-OIJLX,Month-to-month,Yes,Electronic check,75.85,724.65
7356-AYNJP,One year,No,Electronic check,23.9,97.5
7356-IWLFW,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7
7359-PTSXY,Month-to-month,No,Electronic check,45.75,45.75
7359-SSBJK,Two year,Yes,Credit card (automatic),70.2,4481
7359-WWYJV,Two year,No,Credit card (automatic),114.45,8375.05
7361-YPXFS,Month-to-month,No,Bank transfer (automatic),64.45,1867.6
7363-QTBIW,Month-to-month,Yes,Electronic check,79.75,769.1
7365-BVCJH,Month-to-month,Yes,Electronic check,24.4,24.4
7369-TRPFD,One year,No,Mailed check,18.8,279.2
7372-IVBIM,Month-to-month,No,Credit card (automatic),61.45,229.55
7375-WMVMT,Two year,Yes,Credit card (automatic),95.5,6707.15
7377-DMMRI,Month-to-month,Yes,Electronic check,47.8,92.45
7379-FNIUJ,Month-to-month,No,Electronic check,100.2,198.5
7379-POKDZ,Month-to-month,Yes,Electronic check,70.3,208.85
7382-DFJTU,Month-to-month,No,Credit card (automatic),55.2,1058.1
7384-GHBPI,Month-to-month,Yes,Electronic check,35.15,99.75
7389-KBFIT,Month-to-month,Yes,Mailed check,30.25,63.75
7392-YYPYJ,Month-to-month,Yes,Electronic check,100.65,2415.95
7394-FKDNK,Month-to-month,No,Electronic check,89.45,853.1
7394-LWLYN,Month-to-month,Yes,Electronic check,70.15,123.8
7395-IGJOS,Month-to-month,No,Bank transfer (automatic),81.5,1329.2
7395-XWZOY,Month-to-month,Yes,Credit card (automatic),55.0,1165.55
7396-VJUZB,Month-to-month,No,Mailed check,45.25,155.35
7398-HPYZQ,Two year,No,Bank transfer (automatic),90.55,6404
7398-LXGYX,Month-to-month,Yes,Credit card (automatic),84.8,3626.35
7398-SKNQZ,Month-to-month,No,Electronic check,94.9,273.2
7399-QHBJS,Two year,No,Credit card (automatic),66.75,4760.3
7401-JIXNM,Two year,No,Credit card (automatic),91.3,4965
7401-RUBNK,Month-to-month,No,Electronic check,74.8,1438.05
7402-EYFXX,Month-to-month,Yes,Electronic check,93.6,2404.1
7402-PWYJJ,One year,Yes,Electronic check,91.15,4862.5
7404-JLKQG,Month-to-month,No,Electronic check,57.55,161.45
7407-SUJIZ,Month-to-month,No,Mailed check,20.6,541.5
7408-OFWXJ,Two year,No,Credit card (automatic),89.8,6510.45
7409-JURKQ,One year,Yes,Bank transfer (automatic),111.8,5809.75
7409-KIUTL,Month-to-month,Yes,Electronic check,71.0,71
7410-KTVFV,Month-to-month,Yes,Mailed check,49.55,878.35
7410-OIEDU,Month-to-month,Yes,Mailed check,79.85,887.35
7410-YTJIK,Month-to-month,No,Mailed check,75.45,480.75
7416-CKTEP,Two year,Yes,Bank transfer (automatic),19.6,1134.25
7421-ZLUPA,Month-to-month,Yes,Mailed check,29.25,226.95
7422-WNBTY,Month-to-month,Yes,Electronic check,93.35,3092
7426-GSWPO,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65
7426-RHZGU,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45
7426-WEIJX,Month-to-month,Yes,Electronic check,80.95,4859.1
7427-AUFPY,Two year,No,Credit card (automatic),19.65,1008.7
7432-FFVAR,One year,No,Bank transfer (automatic),90.95,4236.6
7432-XWSQO,Two year,No,Electronic check,90.1,6310.9
7434-SHXLS,Month-to-month,No,Mailed check,20.9,20.9
7435-ZNUYY,One year,No,Mailed check,20.6,116.6
7439-DKZTW,Month-to-month,Yes,Electronic check,80.55,80.55
7442-YGZFK,Month-to-month,Yes,Credit card (automatic),49.8,49.8
7445-WMRBW,One year,Yes,Bank transfer (automatic),73.85,3581.4
7446-KQISO,Two year,Yes,Bank transfer (automatic),109.75,4900.65
7446-SFAOA,One year,Yes,Bank transfer (automatic),19.85,717.5
7446-YPODE,Month-to-month,No,Bank transfer (automatic),60.25,662.95
7449-HVPIV,Month-to-month,Yes,Credit card (automatic),90.4,5099.15
7450-NWRTR,Month-to-month,Yes,Electronic check,99.45,1200.15
7452-FOLON,One year,No,Bank transfer (automatic),25.45,958.45
7455-SDALK,Month-to-month,Yes,Electronic check,70.75,1974.8
7459-IMVYU,Month-to-month,No,Electronic check,69.95,2657.55
7459-RRWQZ,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55
7460-ITWWP,Month-to-month,Yes,Electronic check,86.1,3861.45
7463-IFMQU,Two year,No,Bank transfer (automatic),20.05,1423.65
7465-ZZRVX,Month-to-month,Yes,Electronic check,70.35,70.35
7469-LKBCI,Two year,No,Credit card (automatic),18.95,326.8
7470-DYNOE,One year,Yes,Electronic check,61.1,3357.9
7470-MCQTK,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4
7471-MQPOS,One year,Yes,Bank transfer (automatic),72.9,5139.65
7471-WNSUF,One year,No,Bank transfer (automatic),24.15,1505.9
7472-EQOAV,One year,Yes,Bank transfer (automatic),86.7,6179.35
7473-ZBDSN,Two year,No,Mailed check,18.8,255.55
7479-NITWS,Month-to-month,Yes,Credit card (automatic),89.35,631.85
7480-QNVZJ,Month-to-month,Yes,Electronic check,95.7,4816.7
7480-SPLEF,Two year,Yes,Bank transfer (automatic),26.0,1796.55
7481-ATQQS,Month-to-month,Yes,Credit card (automatic),90.85,4515.85
7483-IQWIB,Month-to-month,Yes,Electronic check,92.95,3415.25
7486-KSRVI,One year,Yes,Electronic check,100.0,4211.55
7488-MXJIV,Month-to-month,Yes,Electronic check,85.65,321.65
7491-UYKGO,One year,Yes,Mailed check,96.75,5206.55
7492-TAFJD,Two year,No,Mailed check,38.55,280
7493-GVFIO,Two year,No,Credit card (automatic),20.55,1252.85
7493-TPUWZ,Month-to-month,Yes,Electronic check,79.15,79.15
7495-OOKFY,Month-to-month,Yes,Credit card (automatic),80.65,633.3
7501-IWUNG,Two year,Yes,Bank transfer (automatic),73.8,4616.05
7501-VTYLJ,Month-to-month,No,Mailed check,51.55,106.2
7502-BNYGS,Month-to-month,Yes,Credit card (automatic),69.1,3168
7503-EPSZW,Two year,Yes,Mailed check,24.05,1559.15
7503-MIOGA,Two year,Yes,Bank transfer (automatic),89.85,6697.35
7503-QQRVF,Month-to-month,Yes,Credit card (automatic),74.3,1178.25
7503-ZGUZJ,Month-to-month,Yes,Mailed check,84.65,84.65
7504-UWHNB,Month-to-month,No,Electronic check,69.75,1729.35
7508-DQAKK,Two year,Yes,Credit card (automatic),86.4,5442.05
7508-KBIMB,One year,Yes,Credit card (automatic),56.25,1454.25
7508-MYBOG,Month-to-month,Yes,Electronic check,86.1,1235.55
7508-SMHXL,Month-to-month,No,Credit card (automatic),89.0,1288.3
7511-YMXVQ,Month-to-month,Yes,Electronic check,45.4,418.8
7515-LODFU,Two year,No,Credit card (automatic),20.3,1356.3
7516-GMHUV,Two year,Yes,Credit card (automatic),105.05,5163.3
7517-LDMPS,Month-to-month,Yes,Electronic check,84.6,1017.35
7517-SAWMO,Month-to-month,Yes,Electronic check,73.2,1441.1
7519-JTWQH,Two year,Yes,Bank transfer (automatic),110.5,7455.45
7520-HQWJU,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65
7521-AFHAB,Month-to-month,No,Mailed check,44.8,220.45
7521-YXVZY,Month-to-month,No,Mailed check,19.95,58.3
7524-VRLPL,Two year,No,Credit card (automatic),74.1,5031
7526-BEZQB,Month-to-month,Yes,Electronic check,96.05,1148.1
7526-IVLYU,Month-to-month,Yes,Mailed check,19.65,68.35
7527-QNRUS,Two year,Yes,Mailed check,25.15,412.6
7529-ZDFXI,Month-to-month,Yes,Electronic check,89.85,4925.35
7530-HDYDS,Month-to-month,Yes,Credit card (automatic),84.25,3264.5
7531-GQHME,Month-to-month,No,Credit card (automatic),20.05,265.45
7534-BFESC,Month-to-month,Yes,Electronic check,76.1,1712.7
7537-CBQUZ,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45
7537-RBWEA,Month-to-month,Yes,Mailed check,25.15,25.15
7538-GWHML,Month-to-month,No,Electronic check,69.65,145.15
7541-YLXCL,One year,Yes,Mailed check,65.4,2498.4
7542-CYDDM,Month-to-month,No,Mailed check,20.05,358.5
7544-ZVIKX,One year,Yes,Bank transfer (automatic),105.05,6004.85
7547-EKNFS,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35
7548-SEPYI,Month-to-month,Yes,Electronic check,96.25,512.45
7549-MYGPK,Month-to-month,Yes,Electronic check,100.55,6215.35
7550-WIQVA,One year,Yes,Electronic check,108.25,5431.4
7551-DACSP,Month-to-month,Yes,Mailed check,55.3,324.25
7551-JOHTI,Month-to-month,No,Mailed check,19.5,19.5
7552-KEYGT,Two year,No,Bank transfer (automatic),19.55,520.55
7554-AKDQF,Month-to-month,No,Mailed check,45.65,323.45
7554-NEWDD,Two year,No,Bank transfer (automatic),25.7,251.6
7558-IMLMT,Two year,Yes,Mailed check,20.8,1411.9
7560-QJAVJ,Two year,No,Bank transfer (automatic),79.6,5589.45
7560-QRBXH,One year,No,Mailed check,19.95,936.7
7562-GSUHK,Month-to-month,Yes,Credit card (automatic),93.2,1573.7
7562-UXTPG,Month-to-month,Yes,Mailed check,70.15,886.7
7563-BIUPC,Month-to-month,Yes,Electronic check,80.6,415.55
7564-GHCVB,Two year,No,Bank transfer (automatic),79.05,5730.7
7566-DSRLQ,Two year,Yes,Electronic check,110.15,7998.8
7567-ECMCM,Month-to-month,Yes,Credit card (automatic),79.85,2001
7568-PODML,Month-to-month,Yes,Mailed check,45.3,45.3
7569-NMZYQ,Two year,Yes,Bank transfer (automatic),118.75,8672.45
7570-WELNY,Two year,Yes,Bank transfer (automatic),84.7,5711.05
7571-YXDAD,Month-to-month,No,Credit card (automatic),74.9,147.15
7572-KPVKK,Two year,Yes,Electronic check,104.05,6590.5
7576-ASEJU,One year,Yes,Credit card (automatic),74.7,3187.65
7576-JMYWV,Month-to-month,Yes,Electronic check,110.2,4972.1
7576-OYWBN,Month-to-month,Yes,Electronic check,76.05,231.8
7577-SWIFR,Month-to-month,Yes,Electronic check,89.25,89.25
7579-KKLOE,Two year,Yes,Mailed check,91.25,6589.6
7579-OOPEC,Month-to-month,No,Credit card (automatic),50.15,115.1
7580-UGXNC,Month-to-month,No,Mailed check,54.85,104.2
7581-EBBOU,One year,Yes,Credit card (automatic),70.15,4224.7
7586-NHQEA,Two year,Yes,Mailed check,29.6,299.05
7586-ZATGZ,Month-to-month,Yes,Electronic check,84.9,3369.05
7587-AOVVU,Month-to-month,No,Electronic check,100.75,2793.55
7587-RZNME,Month-to-month,Yes,Electronic check,43.3,123.65
7590-VHVEG,Month-to-month,Yes,Electronic check,29.85,29.85
7593-JNWRU,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8
7593-XFKDI,Month-to-month,No,Mailed check,46.3,46.3
7594-LZNWR,Month-to-month,No,Credit card (automatic),69.15,2275.1
7594-RQHXR,Month-to-month,Yes,Electronic check,79.6,79.6
7595-EHCDL,Month-to-month,No,Credit card (automatic),50.6,1653.45
7595-EUIVN,Month-to-month,No,Electronic check,75.8,75.8
7596-IIWYC,Two year,Yes,Bank transfer (automatic),20.25,538.2
7596-LDUXP,One year,Yes,Credit card (automatic),85.15,979.05
7596-ZYWBB,Two year,Yes,Mailed check,59.6,3739.8
7598-UAASY,Month-to-month,No,Electronic check,76.4,151.8
7599-FKVXZ,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7
7599-NTMDP,Two year,No,Bank transfer (automatic),48.7,3008.55
7601-DHFWZ,Two year,No,Credit card (automatic),24.0,1183.05
7601-GNDYK,Two year,No,Mailed check,19.6,686.95
7601-WFVZV,Month-to-month,No,Mailed check,19.55,19.55
7602-DBTOU,Two year,No,Mailed check,19.6,1416.5
7602-MVRMB,Two year,Yes,Bank transfer (automatic),110.45,8058.85
7603-USHJS,Month-to-month,Yes,Credit card (automatic),73.75,871.4
7605-BDWDC,Two year,Yes,Bank transfer (automatic),49.85,1520.1
7605-SNLQG,Month-to-month,Yes,Credit card (automatic),50.25,2221.55
7606-BPHHN,Two year,Yes,Credit card (automatic),19.8,1468.75
7606-GWMKE,Month-to-month,No,Mailed check,24.7,467.15
7607-QKKTJ,One year,Yes,Credit card (automatic),95.0,4368.85
7608-RGIRO,Two year,Yes,Mailed check,24.4,1413
7609-NRNCA,One year,No,Mailed check,19.55,280.85
7609-YBPXG,Two year,No,Bank transfer (automatic),87.1,4735.2
7610-TVOPG,Month-to-month,Yes,Electronic check,26.35,378.6
7611-YKYTC,Month-to-month,No,Bank transfer (automatic),75.0,1573.95
7613-LLQFO,Month-to-month,Yes,Electronic check,84.45,1059.55
7614-QVWQL,One year,Yes,Bank transfer (automatic),51.8,2541.25
7615-ESMYF,Month-to-month,No,Electronic check,44.6,97.1
7617-EYGLW,Month-to-month,No,Electronic check,19.45,19.45
7619-ODSGN,Month-to-month,No,Electronic check,54.75,1338.15
7619-PLRLP,One year,No,Bank transfer (automatic),74.1,3833.95
7621-VPNET,Month-to-month,Yes,Credit card (automatic),85.9,3729.75
7622-FWGEW,Two year,Yes,Bank transfer (automatic),85.65,4824.45
7622-NXQZR,Month-to-month,Yes,Credit card (automatic),30.1,810.85
7623-HKYRK,Month-to-month,No,Mailed check,19.7,111.65
7623-TRNQN,Month-to-month,Yes,Mailed check,49.9,49.9
7625-XCQRH,Month-to-month,Yes,Electronic check,76.5,837.95
7627-JKIAZ,Month-to-month,Yes,Credit card (automatic),78.95,2839.65
7629-WFGLW,One year,No,Electronic check,95.65,5471.75
7629-WIXZF,One year,Yes,Electronic check,59.1,369.25
7632-MNYOY,One year,No,Credit card (automatic),110.9,7432.05
7632-YUTXB,One year,No,Mailed check,20.05,520.1
7633-MVPUY,Two year,Yes,Electronic check,59.75,3450.15
7634-HLQJR,Two year,No,Credit card (automatic),20.05,1016.7
7634-WSWDB,Month-to-month,Yes,Electronic check,38.5,330.8
7636-OWBPG,Month-to-month,Yes,Credit card (automatic),29.35,381.2
7636-PEPNS,One year,Yes,Mailed check,44.1,2413.05
7636-XUHWW,Month-to-month,Yes,Credit card (automatic),19.9,33.7
7637-IKUJQ,Month-to-month,Yes,Electronic check,103.05,5925.75
7638-QVMVY,Month-to-month,Yes,Electronic check,79.0,522.95
7639-LIAYI,Two year,Yes,Credit card (automatic),79.75,4217.8
7639-OPLNG,Two year,Yes,Bank transfer (automatic),79.25,5731.85
7639-SUPCW,Month-to-month,Yes,Credit card (automatic),48.8,1054.6
7641-EUYET,Month-to-month,Yes,Electronic check,100.7,4541.2
7641-TQFHN,Two year,No,Mailed check,100.55,3895.35
7643-RCHXS,Two year,No,Electronic check,19.35,1263.85
7644-OMVMY,Two year,No,Mailed check,19.85, 
7647-GYYKX,Two year,Yes,Bank transfer (automatic),20.35,1092.35
7649-PHJVR,One year,No,Mailed check,19.5,226.8
7649-SIJJF,Two year,Yes,Mailed check,80.1,5585.4
7654-YWJUF,One year,Yes,Bank transfer (automatic),84.25,3539.25
7657-DYEPJ,One year,Yes,Credit card (automatic),70.15,2497.35
7658-UYUQS,Month-to-month,No,Bank transfer (automatic),86.55,1857.25
7660-HDPJV,Month-to-month,Yes,Electronic check,69.2,69.2
7661-CPURM,One year,Yes,Credit card (automatic),87.7,1725.95
7662-TWISV,One year,No,Bank transfer (automatic),60.15,3077
7663-CUXZB,Two year,No,Electronic check,113.75,6561.25
7663-RGWBC,Month-to-month,Yes,Mailed check,44.15,44.15
7663-YJHSN,Two year,Yes,Bank transfer (automatic),103.95,7556.9
7663-ZTEGJ,One year,No,Credit card (automatic),100.55,2830.45
7665-NKLAV,Two year,No,Credit card (automatic),40.65,1547.35
7665-TOALD,Month-to-month,Yes,Electronic check,69.6,69.6
7665-VIGUD,One year,No,Mailed check,20.35,176.3
7666-WKRON,Two year,Yes,Electronic check,80.45,3201.55
7668-XCFYV,Month-to-month,Yes,Electronic check,92.55,1614.7
7669-LCRSD,Month-to-month,Yes,Mailed check,56.3,628.65
7670-ZBPOQ,One year,Yes,Bank transfer (automatic),61.05,3478.75
7672-VFMXZ,Month-to-month,No,Electronic check,55.7,3171.6
7673-BQGKU,Two year,No,Bank transfer (automatic),20.15,1337.5
7673-LPRNY,One year,Yes,Electronic check,78.55,1843.05
7674-YTAFD,One year,Yes,Bank transfer (automatic),79.95,2684.85
7675-OZCZG,Month-to-month,No,Electronic check,45.0,127.1
7677-SJJJK,One year,No,Credit card (automatic),19.9,153.95
7682-AZNDK,Month-to-month,Yes,Electronic check,89.85,3091.75
7683-CBDKJ,Month-to-month,Yes,Electronic check,65.45,937.6
7684-XSZIY,Two year,No,Bank transfer (automatic),24.3,1643.25
7688-AWMDX,Two year,No,Bank transfer (automatic),54.5,3778.2
7690-KPNCU,One year,Yes,Credit card (automatic),73.05,4688.65
7691-KGKGP,Month-to-month,No,Credit card (automatic),65.0,3363.8
7691-XVTZH,Two year,Yes,Bank transfer (automatic),89.95,5974.3
7693-LCKZL,Month-to-month,Yes,Electronic check,80.15,385
7693-QPEFS,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75
7694-VLBWQ,One year,No,Electronic check,104.1,7040.85
7695-PKLCZ,Two year,No,Credit card (automatic),20.5,1424.9
7696-AMHOD,One year,No,Credit card (automatic),78.0,3824.2
7696-CFTAT,Two year,No,Bank transfer (automatic),19.8,726.1
7698-YFGEZ,Month-to-month,No,Mailed check,20.0,20
7703-ZEKEF,Month-to-month,Yes,Electronic check,81.0,1917.1
7706-DZNKK,Month-to-month,Yes,Credit card (automatic),20.45,237.3
7706-YLMQA,One year,No,Bank transfer (automatic),19.7,1341.5
7707-PYBBH,Month-to-month,Yes,Mailed check,61.9,2647.1
7709-FQREH,Month-to-month,Yes,Electronic check,88.85,1594.75
7710-JSYOA,Two year,Yes,Bank transfer (automatic),93.3,6398.05
7711-GQBZC,Two year,No,Bank transfer (automatic),24.7,1810.55
7711-YIJWC,One year,No,Bank transfer (automatic),84.9,5264.5
7714-YXSMB,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95
7716-YTYHG,One year,Yes,Mailed check,82.05,4029.95
7717-BICXI,Two year,No,Mailed check,20.55,1205.05
7718-RXDGG,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6
7718-UPSKJ,One year,Yes,Credit card (automatic),106.4,7251.9
7721-DVEKZ,Month-to-month,No,Mailed check,19.65,19.65
7721-JXEAW,Month-to-month,Yes,Bank transfer (automatic),41.05,2452.7
7722-CVFXN,One year,Yes,Electronic check,105.2,5637.85
7722-VJRQD,Two year,No,Bank transfer (automatic),60.95,4549.05
7727-SHVZV,Month-to-month,No,Bank transfer (automatic),19.5,150.35
7729-JTEEC,Month-to-month,Yes,Electronic check,44.5,90.05
7729-XBTWX,Two year,Yes,Mailed check,19.75,1344.5
7730-CLDSV,Two year,Yes,Bank transfer (automatic),98.65,7129.45
7730-IUTDZ,Month-to-month,Yes,Electronic check,75.2,3198.6
7733-UDMTP,Month-to-month,Yes,Electronic check,55.0,3094.05
7734-DBOAI,Month-to-month,No,Electronic check,40.1,40.1
7739-LAXOG,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5
7740-BTPUX,Two year,Yes,Electronic check,113.6,6292.7
7740-KKCXF,Month-to-month,Yes,Credit card (automatic),30.05,1529.45
7742-MYPGI,Month-to-month,Yes,Mailed check,48.8,297.35
7743-EXURX,Month-to-month,Yes,Electronic check,51.05,415.05
7746-AWNQW,Month-to-month,Yes,Mailed check,35.75,961.4
7746-QYVCO,One year,Yes,Mailed check,55.85,857.8
7748-UMTRK,Month-to-month,Yes,Electronic check,101.3,2974.5
7750-EYXWZ,One year,No,Electronic check,60.65,743.3
7752-XUSCI,Month-to-month,Yes,Electronic check,105.9,6396.45
7753-USQYQ,One year,Yes,Electronic check,64.2,3627.3
7754-IXRMC,Month-to-month,No,Mailed check,45.35,45.35
7758-UJWYS,Two year,Yes,Electronic check,40.55,1325.85
7758-XKCBS,Month-to-month,Yes,Electronic check,29.7,438.25
7760-OYPDY,Month-to-month,Yes,Electronic check,80.65,144.15
7762-ONLJY,One year,No,Mailed check,19.7,94.45
7762-URZQH,Two year,Yes,Credit card (automatic),106.05,6981.35
7764-BDPEE,Month-to-month,No,Mailed check,20.85,60.65
7765-LWVVH,Two year,Yes,Electronic check,95.1,6843.15
7766-CLTIC,Month-to-month,Yes,Mailed check,60.95,629.55
7766-CVTAF,Two year,No,Mailed check,24.25,1077.95
7767-UXAGJ,Month-to-month,Yes,Electronic check,50.45,50.45
7771-CFQRQ,Two year,No,Bank transfer (automatic),63.8,3007.25
7771-ZONAT,Two year,No,Bank transfer (automatic),56.75,1304.85
7774-OJSXI,One year,Yes,Electronic check,103.45,3066.45
7776-QGYJC,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3
7776-QWNFX,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5
7777-UNYHB,Month-to-month,Yes,Credit card (automatic),20.1,232.4
7779-LGOVN,Month-to-month,Yes,Electronic check,86.65,856.65
7779-ORAEL,Two year,No,Credit card (automatic),75.15,3480.35
7780-OTDSO,Month-to-month,Yes,Electronic check,99.4,1742.95
7781-EWARA,One year,No,Electronic check,60.35,4138.7
7781-HVGMK,Two year,Yes,Credit card (automatic),65.2,4784.45
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45
7785-RDVIG,Month-to-month,No,Mailed check,19.3,54.7
7786-WBJYI,Month-to-month,No,Bank transfer (automatic),77.95,305.55
7787-BNTZM,Month-to-month,No,Bank transfer (automatic),20.15,130.5
7789-CRUVC,Month-to-month,Yes,Credit card (automatic),94.2,5895.45
